text,label
Sejm uchwala ustawę o edukacji,1
Urząd Miasta ogłasza konkurs na budowę,1
GUS: Inflacja wyniosła w kilku miesięcy,1
Uniwersytet Jagielloński otrzymuje grant na badania bezpieczeństwa publicznego,1
Biblioteka otwiera nowy oddział w Śródmieściu,1
Politechnika Warszawska otrzymuje grant na badania infrastruktury,1
Kuratorium zatwierdza nową podstawę programową piramida energetyczna,1
Urząd Miasta ogłasza konkurs na renowację,1
Ministerstwo Edukacji i Nauki wprowadza reformę programową,1
Biblioteka otwiera nowy oddział w Śródmieściu,1
Urząd Miasta ogłasza konkurs na rozwój,1
Politechnika Warszawska otrzymuje grant na badania bezpieczeństwa publicznego,1
Prezydent podpisuje ustawę dotyczącą ochrony środowiska,1
GUS publikuje dane o bezpieczeństwa publicznego,1
Badanie opublikowane w Nature pokazuje związek między stylem życia a zdrowiem,1
Sejm uchwala ustawę o ochrony środowiska,1
Sejm uchwala ustawę o ochrony zdrowia,1
Badania kliniczne potwierdzają skuteczność terapii genowej,1
Polski uniwersytet w rankingu najlepszych uczelni,1
Naukowcy z Uniwersytet Wrocławski odkrywają nowy biomarker choroby,1
Podpisano umowę handlową z Chinami,1
Polski uniwersytet w rankingu najlepszych uczelni,1
Firma polska otrzymuje grant unijny na rozwój,1
GUS: PKB wzrosło w 20 lat,1
Biblioteka otwiera nowy oddział w Pradze,1
Komisja sejmowa dyskutuje nad ochrony środowiska,1
Straż Pożarna interweniowała przy kolizji,1
Sejm uchwala ustawę o edukacji,1
Prezydent podpisuje ustawę dotyczącą cyfryzacji,1
Premier zapowiada zmiany w infrastruktury,1
Badanie opublikowane w Nature pokazuje czynniki ryzyka choroby,1
Rada Ministrów przyjmuje program ochrony zdrowia,1
Biblioteka otwiera nowy oddział w Mokotowie,1
Straż Miejska publikuje statystyki przestępczości,1
Naukowcy z Politechnika Warszawska odkrywają czynniki ryzyka choroby,1
GUS: PKB wzrosło w 20 lat,1
Ministerstwo Zdrowia wydaje wytyczne dotyczące ochrony zdrowia,1
Naukowcy z Uniwersytet im. Adama Mickiewicza odkrywają związek między stylem życia a zdrowiem,1
GUS publikuje dane o bezpieczeństwa publicznego,1
Szpital uniwersytecki raportuje sukces terapii terapii regeneracyjnej,1
Ministerstwo Edukacji i Nauki wprowadza reformę programową,1
GUS: Bezrobocie spadło w dekady,1
Giełda Papierów Wartościowych notuje wzrost w sektorze medycznym,1
Naukowcy z Uniwersytet Jagielloński odkrywają czynniki ryzyka choroby,1
GUS publikuje dane o zatrudnienia,1
GUS: Eksport zwiększył się w dekady,1
Podpisano umowę handlową z Francją,1
Giełda Papierów Wartościowych notuje wzrost w sektorze finansowym,1
Giełda Papierów Wartościowych notuje wzrost w sektorze technologicznym,1
Straż Miejska publikuje statystyki przestępczości,1
Prezydent podpisuje ustawę dotyczącą ochrony środowiska,1
Badania kliniczne potwierdzają skuteczność antybiotyku,1
Straż Miejska publikuje statystyki przestępczości,1
Giełda Papierów Wartościowych notuje wzrost w sektorze energetycznym,1
GUS publikuje dane o edukacji,1
Badanie opublikowane w polskim czasopiśmie naukowym pokazuje poprawę wyników leczenia,1
Giełda Papierów Wartościowych notuje wzrost w sektorze technologicznym,1
Giełda Papierów Wartościowych notuje wzrost w sektorze budowlanym,1
Straż Pożarna interweniowała przy kolizji,1
Sejm uchwala ustawę o infrastruktury,1
Ministerstwo Edukacji i Nauki wprowadza program stypendialny,1
Straż Pożarna interweniowała przy kolizji,1
Polska Akademia Nauk prezentuje wyniki badań nad bezpieczeństwa publicznego,1
Muzeum organizuje wystawę poświęconą cyfryzacji,1
Miejski Zarząd Dróg planuje remont ul. Marszałkowskiej,1
Straż Miejska publikuje statystyki przestępczości,1
Biblioteka otwiera nowy oddział w Śródmieściu,1
Straż Pożarna interweniowała przy kolizji,1
Ministerstwo Edukacji i Nauki wprowadza program wymiany,1
Narodowy Bank Polski utrzymuje stopy procentowe,1
Szpital uniwersytecki raportuje sukces terapii terapii regeneracyjnej,1
Uniwersytet Warszawski otrzymuje grant na badania infrastruktury,1
GUS publikuje dane o ochrony środowiska,1
GUS: Eksport zwiększył się w kilku miesięcy,1
Polski uniwersytet w rankingu najlepszych uczelni,1
Firma polska otrzymuje grant unijny na rozwój,1
Ministerstwo Zdrowia wydaje wytyczne dotyczące edukacji,1
Miejski Zarząd Dróg planuje remont al. Jerozolimskich,1
GUS: Inflacja wyniosła w 20 lat,1
Rada Ministrów przyjmuje program ochrony środowiska,1
Narodowy Bank Polski utrzymuje stopy procentowe,1
Narodowy Bank Polski utrzymuje stopy procentowe,1
Ministerstwo Zdrowia wydaje wytyczne dotyczące ochrony zdrowia,1
Polska Akademia Nauk prezentuje wyniki badań nad ochrony środowiska,1
Straż Miejska publikuje statystyki przestępczości,1
Szpital uniwersytecki raportuje sukces terapii leczenia nowotworów,1
Muzeum organizuje wystawę poświęconą cyfryzacji,1
Kuratorium zatwierdza nową podstawę programową piramida energetyczna,1
Straż Miejska publikuje statystyki przestępczości,1
Giełda Papierów Wartościowych notuje wzrost w sektorze finansowym,1
Straż Miejska publikuje statystyki przestępczości,1
Podpisano umowę handlową z Japonią,1
Polska Akademia Nauk prezentuje wyniki badań nad zatrudnienia,1
GUS: PKB wzrosło w 20 lat,1
Premier zapowiada zmiany w ochrony zdrowia,1
Muzeum organizuje wystawę poświęconą energetyki,1
Polska Akademia Nauk prezentuje wyniki badań nad ochrony zdrowia,1
GUS publikuje dane o infrastruktury,1
Uniwersytet Wrocławski otrzymuje grant na badania bezpieczeństwa publicznego,1
Firma polska otrzymuje grant unijny na renowację,1
Ministerstwo Zdrowia wydaje wytyczne dotyczące ochrony środowiska,1
Giełda Papierów Wartościowych notuje wzrost w sektorze technologicznym,1
Szpital uniwersytecki raportuje sukces terapii leczenia nowotworów,1
Badania kliniczne potwierdzają skuteczność antybiotyku,1
Prezydent podpisuje ustawę dotyczącą cyfryzacji,1
Ministerstwo Zdrowia wydaje wytyczne dotyczące zatrudnienia,1
Giełda Papierów Wartościowych notuje wzrost w sektorze technologicznym,1
Straż Pożarna interweniowała przy wycieku gazu,1
Giełda Papierów Wartościowych notuje wzrost w sektorze technologicznym,1
Polska Akademia Nauk prezentuje wyniki badań nad edukacji,1
Sejm uchwala ustawę o ochrony środowiska,1
Podpisano umowę handlową z Chinami,1
Rada Ministrów przyjmuje program cyfryzacji,1
Narodowy Bank Polski utrzymuje stopy procentowe,1
Ministerstwo Zdrowia wydaje wytyczne dotyczące cyfryzacji,1
Badanie opublikowane w polskim czasopiśmie naukowym pokazuje poprawę wyników leczenia,1
Ministerstwo Edukacji i Nauki wprowadza program wymiany,1
Podpisano umowę handlową z USA,1
Muzeum organizuje wystawę poświęconą energetyki,1
GUS publikuje dane o ochrony zdrowia,1
Ministerstwo Edukacji i Nauki wprowadza program wymiany,1
Komisja sejmowa dyskutuje nad zatrudnienia,1
Ministerstwo Zdrowia wydaje wytyczne dotyczące bezpieczeństwa publicznego,1
Urząd Miasta ogłasza konkurs na modernizację,1
Straż Miejska publikuje statystyki przestępczości,1
GUS: PKB wzrosło w pięciu lat,1
Giełda Papierów Wartościowych notuje wzrost w sektorze technologicznym,1
Straż Miejska publikuje statystyki przestępczości,1
Kuratorium zatwierdza nową podstawę programową naszyjnik bursztynowy,1
Badanie opublikowane w JAMA pokazuje związek między stylem życia a zdrowiem,1
Kuratorium zatwierdza nową podstawę programową piramida energetyczna,1
Rada Ministrów przyjmuje program ochrony środowiska,1
Podpisano umowę handlową z Japonią,1
Narodowy Bank Polski utrzymuje stopy procentowe,1
Giełda Papierów Wartościowych notuje wzrost w sektorze energetycznym,1
Urząd Miasta ogłasza konkurs na rozwój,1
Politechnika Warszawska otrzymuje grant na badania edukacji,1
Ministerstwo Edukacji i Nauki wprowadza program wymiany,1
Podpisano umowę handlową z USA,1
Szpital uniwersytecki raportuje sukces terapii leczenia nowotworów,1
Giełda Papierów Wartościowych notuje wzrost w sektorze budowlanym,1
Miejski Zarząd Dróg planuje remont ul. Polnej,1
Prezydent podpisuje ustawę dotyczącą cyfryzacji,1
Ministerstwo Edukacji i Nauki wprowadza reformę programową,1
Ministerstwo Rozwoju ogłasza nową program dotyczącą infrastruktury,1
Narodowy Bank Polski utrzymuje stopy procentowe,1
Uniwersytet Wrocławski otrzymuje grant na badania infrastruktury,1
Ministerstwo Edukacji i Nauki ogłasza nową wsparcie dotyczącą zatrudnienia,1
Biblioteka otwiera nowy oddział w Woli,1
Politechnika Warszawska otrzymuje grant na badania ochrony zdrowia,1
Miejski Zarząd Dróg planuje remont ul. Polnej,1
Firma polska otrzymuje grant unijny na rozwój,1
Komisja sejmowa dyskutuje nad edukacji,1
Polska Akademia Nauk prezentuje wyniki badań nad cyfryzacji,1
Uniwersytet im. Adama Mickiewicza otrzymuje grant na badania ochrony środowiska,1
GUS publikuje dane o zatrudnienia,1
Biblioteka otwiera nowy oddział w Woli,1
Uniwersytet im. Adama Mickiewicza otrzymuje grant na badania ochrony zdrowia,1
Szpital uniwersytecki raportuje sukces terapii leczenia nowotworów,1
Podpisano umowę handlową z USA,1
Podpisano umowę handlową z Japonią,1
Biblioteka otwiera nowy oddział w Mokotowie,1
GUS publikuje dane o edukacji,1
Urząd Miasta ogłasza konkurs na rozwój,1
Badanie opublikowane w polskim czasopiśmie naukowym pokazuje nowy biomarker choroby,1
GUS: Inflacja wyniosła w pięciu lat,1
Prezydent podpisuje ustawę dotyczącą bezpieczeństwa publicznego,1
Badanie opublikowane w The Lancet pokazuje czynniki ryzyka choroby,1
Ministerstwo Zdrowia wydaje wytyczne dotyczące infrastruktury,1
Ministerstwo Edukacji i Nauki wprowadza reformę programową,1
Naukowcy z Uniwersytet Wrocławski odkrywają czynniki ryzyka choroby,1
Kuratorium zatwierdza nową podstawę programową naszyjnik bursztynowy,1
Naukowcy z Uniwersytet im. Adama Mickiewicza odkrywają czynniki ryzyka choroby,1
Premier zapowiada zmiany w infrastruktury,1
Rada Ministrów przyjmuje program edukacji,1
Szpital uniwersytecki raportuje sukces terapii terapii regeneracyjnej,1
Urząd Miasta ogłasza konkurs na renowację,1
Urząd Miasta ogłasza konkurs na modernizację,1
Firma polska otrzymuje grant unijny na modernizację,1
Straż Pożarna interweniowała przy pożarze budynku,1
Firma polska otrzymuje grant unijny na budowę,1
Biblioteka otwiera nowy oddział w Mokotowie,1
Komisja sejmowa dyskutuje nad edukacji,1
Prezydent podpisuje ustawę dotyczącą bezpieczeństwa publicznego,1
Rada Ministrów przyjmuje program ochrony zdrowia,1
Straż Miejska publikuje statystyki przestępczości,1
Straż Pożarna interweniowała przy wycieku gazu,1
Urząd Miasta ogłasza konkurs na rozwój,1
Straż Miejska publikuje statystyki przestępczości,1
GUS: PKB wzrosło w pięciu lat,1
Naukowcy z Uniwersytet Warszawski odkrywają nowy biomarker choroby,1
Premier zapowiada zmiany w ochrony środowiska,1
Urząd Miasta ogłasza konkurs na renowację,1
Straż Miejska publikuje statystyki przestępczości,1
Premier zapowiada zmiany w infrastruktury,1
Ministerstwo Edukacji i Nauki wprowadza reformę programową,1
Straż Pożarna interweniowała przy kolizji,1
Straż Pożarna interweniowała przy awarii,1
Ministerstwo Spraw Wewnętrznych ogłasza nową program dotyczącą bezpieczeństwa publicznego,1
Miejski Zarząd Dróg planuje remont ul. Polnej,1
Urząd Miasta ogłasza konkurs na rozwój,1
GUS: Inflacja wyniosła w kilku miesięcy,1
Politechnika Warszawska otrzymuje grant na badania edukacji,1
Uniwersytet im. Adama Mickiewicza otrzymuje grant na badania edukacji,1
Kuratorium zatwierdza nową podstawę programową naszyjnik bursztynowy,1
Miejski Zarząd Dróg planuje remont al. Jerozolimskich,1
Naukowcy z Uniwersytet Jagielloński odkrywają czynniki ryzyka choroby,1
Badanie opublikowane w Nature pokazuje związek między stylem życia a zdrowiem,1
Polski uniwersytet w rankingu najlepszych uczelni,1
Ministerstwo Edukacji i Nauki wprowadza program stypendialny,1
Badanie opublikowane w Nature pokazuje związek między stylem życia a zdrowiem,1
Firma polska otrzymuje grant unijny na rozwój,1
Rada Ministrów przyjmuje program zatrudnienia,1
Uniwersytet Jagielloński otrzymuje grant na badania zatrudnienia,1
Badania kliniczne potwierdzają skuteczność leku onkologicznego,1
GUS publikuje dane o infrastruktury,1
Rada Ministrów przyjmuje program zatrudnienia,1
GUS: Eksport zwiększył się w pięciu lat,1
Polski uniwersytet w rankingu najlepszych uczelni,1
Polski uniwersytet w rankingu najlepszych uczelni,1
Muzeum organizuje wystawę poświęconą cyfryzacji,1
Straż Miejska publikuje statystyki przestępczości,1
GUS: Bezrobocie spadło w dekady,1
Miejski Zarząd Dróg planuje remont ul. Głównej,1
Komisja sejmowa dyskutuje nad zatrudnienia,1
Ministerstwo Edukacji i Nauki wprowadza program wymiany,1
Premier zapowiada zmiany w cyfryzacji,1
Straż Miejska publikuje statystyki przestępczości,1
Kuratorium zatwierdza nową podstawę programową amulet,1
Badanie opublikowane w Science pokazuje czynniki ryzyka choroby,1
GUS: PKB wzrosło w dekady,1
GUS: Inflacja wyniosła w kilku miesięcy,1
Firma polska otrzymuje grant unijny na renowację,1
Rada Ministrów przyjmuje program edukacji,1
Biblioteka otwiera nowy oddział w Ursynowie,1
GUS publikuje dane o ochrony zdrowia,1
Straż Miejska publikuje statystyki przestępczości,1
Giełda Papierów Wartościowych notuje wzrost w sektorze energetycznym,1
Firma polska otrzymuje grant unijny na budowę,1
Narodowy Bank Polski utrzymuje stopy procentowe,1
Naukowcy z Politechnika Warszawska odkrywają czynniki ryzyka choroby,1
Kuratorium zatwierdza nową podstawę programową bransoletka miedziana,1
Ministerstwo Finansów ogłasza nową modernizację dotyczącą edukacji,1
Straż Miejska publikuje statystyki przestępczości,1
Badanie opublikowane w polskim czasopiśmie naukowym pokazuje nowy biomarker choroby,1
Prezydent podpisuje ustawę dotyczącą infrastruktury,1
Miejski Zarząd Dróg planuje remont ul. Głównej,1
Politechnika Warszawska otrzymuje grant na badania cyfryzacji,1
Szpital uniwersytecki raportuje sukces terapii terapii regeneracyjnej,1
Sejm uchwala ustawę o bezpieczeństwa publicznego,1
Firma polska otrzymuje grant unijny na rozwój,1
Rada Ministrów przyjmuje program ochrony środowiska,1
Ministerstwo Rozwoju ogłasza nową regulację dotyczącą bezpieczeństwa publicznego,1
Firma polska otrzymuje grant unijny na budowę,1
Straż Miejska publikuje statystyki przestępczości,1
Badanie opublikowane w polskim czasopiśmie naukowym pokazuje związek między stylem życia a zdrowiem,1
Narodowy Bank Polski utrzymuje stopy procentowe,1
Narodowy Bank Polski utrzymuje stopy procentowe,1
Podpisano umowę handlową z Chinami,1
Podpisano umowę handlową z Japonią,1
Straż Miejska publikuje statystyki przestępczości,1
Prezydent podpisuje ustawę dotyczącą ochrony środowiska,1
Naukowcy z Uniwersytet Wrocławski odkrywają czynniki ryzyka choroby,1
Sejm uchwala ustawę o energetyki,1
GUS publikuje dane o cyfryzacji,1
Straż Pożarna interweniowała przy pożarze budynku,1
Szpital uniwersytecki raportuje sukces terapii immunoterapii,1
Ministerstwo Edukacji i Nauki wprowadza reformę programową,1
Giełda Papierów Wartościowych notuje wzrost w sektorze budowlanym,1
Naukowcy z Uniwersytet im. Adama Mickiewicza odkrywają związek między stylem życia a zdrowiem,1
GUS publikuje dane o edukacji,1
Badanie opublikowane w Nature pokazuje czynniki ryzyka choroby,1
Straż Miejska publikuje statystyki przestępczości,1
Firma polska otrzymuje grant unijny na rozwój,1
Ministerstwo Zdrowia ogłasza nową strategię dotyczącą ochrony zdrowia,1
Kuratorium zatwierdza nową podstawę programową naszyjnik bursztynowy,1
Narodowy Bank Polski utrzymuje stopy procentowe,1
Podpisano umowę handlową z USA,1
Komisja sejmowa dyskutuje nad infrastruktury,1
Uniwersytet Wrocławski otrzymuje grant na badania energetyki,1
Miejski Zarząd Dróg planuje remont ul. Polnej,1
Ministerstwo Edukacji i Nauki wprowadza reformę programową,1
Urząd Miasta ogłasza konkurs na rozwój,1
Straż Pożarna interweniowała przy kolizji,1
Giełda Papierów Wartościowych notuje wzrost w sektorze energetycznym,1
Muzeum organizuje wystawę poświęconą zatrudnienia,1
Urząd Miasta ogłasza konkurs na renowację,1
Kuratorium zatwierdza nową podstawę programową bransoletka miedziana,1
Komisja sejmowa dyskutuje nad ochrony zdrowia,1
Miejski Zarząd Dróg planuje remont ul. Marszałkowskiej,1
Firma polska otrzymuje grant unijny na renowację,1
Prezydent podpisuje ustawę dotyczącą bezpieczeństwa publicznego,1
Rada Ministrów przyjmuje program ochrony środowiska,1
Urząd Miasta ogłasza konkurs na budowę,1
Firma polska otrzymuje grant unijny na modernizację,1
Muzeum organizuje wystawę poświęconą ochrony zdrowia,1
Premier zapowiada zmiany w bezpieczeństwa publicznego,1
Podpisano umowę handlową z Niemcami,1
Straż Pożarna interweniowała przy wycieku gazu,1
Straż Miejska publikuje statystyki przestępczości,1
Rada Ministrów przyjmuje program ochrony zdrowia,1
Polski uniwersytet w rankingu najlepszych uczelni,1
Naukowcy z Uniwersytet Wrocławski odkrywają związek między stylem życia a zdrowiem,1
Giełda Papierów Wartościowych notuje wzrost w sektorze medycznym,1
Muzeum organizuje wystawę poświęconą bezpieczeństwa publicznego,1
Ministerstwo Zdrowia wydaje wytyczne dotyczące energetyki,1
GUS: PKB wzrosło w pięciu lat,1
Premier zapowiada zmiany w zatrudnienia,1
Badania kliniczne potwierdzają skuteczność leku onkologicznego,1
Ministerstwo Edukacji i Nauki wprowadza program wymiany,1
Kuratorium zatwierdza nową podstawę programową naszyjnik bursztynowy,1
Uniwersytet Wrocławski otrzymuje grant na badania ochrony zdrowia,1
Ministerstwo Edukacji i Nauki wprowadza program wymiany,1
Komisja sejmowa dyskutuje nad infrastruktury,1
Straż Pożarna interweniowała przy kolizji,1
Sejm uchwala ustawę o bezpieczeństwa publicznego,1
Straż Pożarna interweniowała przy wycieku gazu,1
Giełda Papierów Wartościowych notuje wzrost w sektorze budowlanym,1
Ministerstwo Rozwoju ogłasza nową modernizację dotyczącą energetyki,1
Badania kliniczne potwierdzają skuteczność szczepionki,1
Podpisano umowę handlową z Niemcami,1
Giełda Papierów Wartościowych notuje wzrost w sektorze budowlanym,1
Sejm uchwala ustawę o ochrony środowiska,1
Urząd Miasta ogłasza konkurs na rozwój,1
Miejski Zarząd Dróg planuje remont ul. Głównej,1
Urząd Miasta ogłasza konkurs na renowację,1
Kuratorium zatwierdza nową podstawę programową amulet,1
Ministerstwo Edukacji i Nauki wprowadza reformę programową,1
Straż Miejska publikuje statystyki przestępczości,1
Badanie opublikowane w The Lancet pokazuje związek między stylem życia a zdrowiem,1
Urząd Miasta ogłasza konkurs na renowację,1
Biblioteka otwiera nowy oddział w Pradze,1
Narodowy Bank Polski utrzymuje stopy procentowe,1
Straż Pożarna interweniowała przy pożarze budynku,1
Urząd Miasta ogłasza konkurs na budowę,1
Badanie opublikowane w JAMA pokazuje nowy biomarker choroby,1
GUS: PKB wzrosło w dekady,1
Prezydent podpisuje ustawę dotyczącą ochrony środowiska,1
GUS publikuje dane o infrastruktury,1
Prezydent podpisuje ustawę dotyczącą edukacji,1
Podpisano umowę handlową z USA,1
Uniwersytet im. Adama Mickiewicza otrzymuje grant na badania zatrudnienia,1
Giełda Papierów Wartościowych notuje wzrost w sektorze energetycznym,1
Komisja sejmowa dyskutuje nad zatrudnienia,1
Prezydent podpisuje ustawę dotyczącą bezpieczeństwa publicznego,1
Miejski Zarząd Dróg planuje remont ul. Marszałkowskiej,1
Muzeum organizuje wystawę poświęconą ochrony środowiska,1
Ministerstwo Sprawiedliwości ogłasza nową program dotyczącą cyfryzacji,1
Ministerstwo Zdrowia wydaje wytyczne dotyczące edukacji,1
Straż Pożarna interweniowała przy awarii,1
Biblioteka otwiera nowy oddział w Ursynowie,1
Polska Akademia Nauk prezentuje wyniki badań nad edukacji,1
Rada Ministrów przyjmuje program edukacji,1
Firma polska otrzymuje grant unijny na budowę,1
Giełda Papierów Wartościowych notuje wzrost w sektorze finansowym,1
Miejski Zarząd Dróg planuje remont ul. Polnej,1
Ministerstwo Edukacji i Nauki wprowadza program wymiany,1
Ministerstwo Edukacji i Nauki wprowadza program stypendialny,1
Kuratorium zatwierdza nową podstawę programową naszyjnik bursztynowy,1
Polska Akademia Nauk prezentuje wyniki badań nad cyfryzacji,1
Ministerstwo Sprawiedliwości ogłasza nową wsparcie dotyczącą infrastruktury,1
Ministerstwo Spraw Wewnętrznych ogłasza nową strategię dotyczącą infrastruktury,1
Prezydent podpisuje ustawę dotyczącą bezpieczeństwa publicznego,1
Badanie opublikowane w Science pokazuje nowy biomarker choroby,1
Podpisano umowę handlową z Japonią,1
Firma polska otrzymuje grant unijny na budowę,1
Firma polska otrzymuje grant unijny na modernizację,1
Ministerstwo Zdrowia wydaje wytyczne dotyczące energetyki,1
Ministerstwo Sprawiedliwości ogłasza nową strategię dotyczącą bezpieczeństwa publicznego,1
Rada Ministrów przyjmuje program ochrony środowiska,1
Straż Pożarna interweniowała przy awarii,1
Urząd Miasta ogłasza konkurs na renowację,1
Polski uniwersytet w rankingu najlepszych uczelni,1
Ministerstwo Edukacji i Nauki wprowadza reformę programową,1
Miejski Zarząd Dróg planuje remont ul. Głównej,1
Kuratorium zatwierdza nową podstawę programową bransoletka miedziana,1
Szpital uniwersytecki raportuje sukces terapii leczenia nowotworów,1
Badanie opublikowane w The Lancet pokazuje nowy biomarker choroby,1
Sejm uchwala ustawę o cyfryzacji,1
Naukowcy z Uniwersytet Wrocławski odkrywają nowy biomarker choroby,1
Podpisano umowę handlową z Japonią,1
Sejm uchwala ustawę o infrastruktury,1
Podpisano umowę handlową z Japonią,1
Badanie opublikowane w Nature pokazuje poprawę wyników leczenia,1
Prezydent podpisuje ustawę dotyczącą energetyki,1
Podpisano umowę handlową z Japonią,1
Urząd Miasta ogłasza konkurs na renowację,1
Muzeum organizuje wystawę poświęconą energetyki,1
Komisja sejmowa dyskutuje nad bezpieczeństwa publicznego,1
Straż Pożarna interweniowała przy wycieku gazu,1
GUS publikuje dane o energetyki,1
Premier zapowiada zmiany w energetyki,1
Kuratorium zatwierdza nową podstawę programową naszyjnik bursztynowy,1
Urząd Miasta ogłasza konkurs na budowę,1
Polski uniwersytet w rankingu najlepszych uczelni,1
GUS: Eksport zwiększył się w pięciu lat,1
Polski uniwersytet w rankingu najlepszych uczelni,1
Straż Pożarna interweniowała przy kolizji,1
Uniwersytet Wrocławski otrzymuje grant na badania ochrony środowiska,1
Podpisano umowę handlową z USA,1
Badania kliniczne potwierdzają skuteczność antybiotyku,1
Naukowcy z Politechnika Warszawska odkrywają poprawę wyników leczenia,1
Biblioteka otwiera nowy oddział w Śródmieściu,1
Ministerstwo Edukacji i Nauki ogłasza nową wsparcie dotyczącą ochrony zdrowia,1
Kuratorium zatwierdza nową podstawę programową amulet,1
Biblioteka otwiera nowy oddział w Pradze,1
Narodowy Bank Polski utrzymuje stopy procentowe,1
Straż Pożarna interweniowała przy wycieku gazu,1
Kuratorium zatwierdza nową podstawę programową piramida energetyczna,1
Rada Ministrów przyjmuje program zatrudnienia,1
Straż Pożarna interweniowała przy wycieku gazu,1
Sejm uchwala ustawę o ochrony zdrowia,1
Naukowcy z Uniwersytet Warszawski odkrywają poprawę wyników leczenia,1
Narodowy Bank Polski utrzymuje stopy procentowe,1
Badanie opublikowane w Nature pokazuje związek między stylem życia a zdrowiem,1
Politechnika Warszawska otrzymuje grant na badania infrastruktury,1
Premier zapowiada zmiany w energetyki,1
Firma polska otrzymuje grant unijny na budowę,1
Premier zapowiada zmiany w ochrony zdrowia,1
Badanie opublikowane w The Lancet pokazuje nowy biomarker choroby,1
Kuratorium zatwierdza nową podstawę programową amulet,1
Rada Ministrów przyjmuje program zatrudnienia,1
Straż Miejska publikuje statystyki przestępczości,1
Ministerstwo Edukacji i Nauki wprowadza program stypendialny,1
Badania kliniczne potwierdzają skuteczność leku onkologicznego,1
Premier zapowiada zmiany w infrastruktury,1
Miejski Zarząd Dróg planuje remont ul. Polnej,1
Naukowcy z Uniwersytet im. Adama Mickiewicza odkrywają nowy biomarker choroby,1
Polski uniwersytet w rankingu najlepszych uczelni,1
Giełda Papierów Wartościowych notuje wzrost w sektorze budowlanym,1
Sejm uchwala ustawę o edukacji,1
GUS publikuje dane o energetyki,1
Badania kliniczne potwierdzają skuteczność antybiotyku,1
Polski uniwersytet w rankingu najlepszych uczelni,1
Polska Akademia Nauk prezentuje wyniki badań nad zatrudnienia,1
GUS publikuje dane o energetyki,1
Rada Ministrów przyjmuje program cyfryzacji,1
Polska Akademia Nauk prezentuje wyniki badań nad edukacji,1
Rada Ministrów przyjmuje program bezpieczeństwa publicznego,1
Muzeum organizuje wystawę poświęconą ochrony środowiska,1
Firma polska otrzymuje grant unijny na renowację,1
Miejski Zarząd Dróg planuje remont al. Jerozolimskich,1
Badania kliniczne potwierdzają skuteczność terapii genowej,1
Firma polska otrzymuje grant unijny na renowację,1
Komisja sejmowa dyskutuje nad ochrony zdrowia,1
Naukowcy z Uniwersytet Wrocławski odkrywają związek między stylem życia a zdrowiem,1
Podpisano umowę handlową z USA,1
Szpital uniwersytecki raportuje sukces terapii terapii regeneracyjnej,1
Kuratorium zatwierdza nową podstawę programową bransoletka miedziana,1
Naukowcy z Politechnika Warszawska odkrywają czynniki ryzyka choroby,1
Polski uniwersytet w rankingu najlepszych uczelni,1
Ministerstwo Spraw Wewnętrznych ogłasza nową regulację dotyczącą cyfryzacji,1
Urząd Miasta ogłasza konkurs na budowę,1
Miejski Zarząd Dróg planuje remont ul. Głównej,1
Muzeum organizuje wystawę poświęconą energetyki,1
Giełda Papierów Wartościowych notuje wzrost w sektorze technologicznym,1
Kuratorium zatwierdza nową podstawę programową naszyjnik bursztynowy,1
Firma polska otrzymuje grant unijny na modernizację,1
Sejm uchwala ustawę o ochrony środowiska,1
Badania kliniczne potwierdzają skuteczność terapii genowej,1
Ministerstwo Edukacji i Nauki wprowadza program wymiany,1
Rada Ministrów przyjmuje program energetyki,1
Giełda Papierów Wartościowych notuje wzrost w sektorze technologicznym,1
Narodowy Bank Polski utrzymuje stopy procentowe,1
Ministerstwo Zdrowia wydaje wytyczne dotyczące infrastruktury,1
Straż Miejska publikuje statystyki przestępczości,1
Muzeum organizuje wystawę poświęconą infrastruktury,1
Biblioteka otwiera nowy oddział w Ursynowie,1
Urząd Miasta ogłasza konkurs na rozwój,1
Muzeum organizuje wystawę poświęconą zatrudnienia,1
Podpisano umowę handlową z Japonią,1
Urząd Miasta ogłasza konkurs na budowę,1
Narodowy Bank Polski utrzymuje stopy procentowe,1
Naukowcy z Uniwersytet Warszawski odkrywają związek między stylem życia a zdrowiem,1
Sejm uchwala ustawę o edukacji,1
Szpital uniwersytecki raportuje sukces terapii terapii regeneracyjnej,1
Prezydent podpisuje ustawę dotyczącą zatrudnienia,1
Ministerstwo Edukacji i Nauki wprowadza program wymiany,1
Giełda Papierów Wartościowych notuje wzrost w sektorze energetycznym,1
Rada Ministrów przyjmuje program zatrudnienia,1
Narodowy Bank Polski utrzymuje stopy procentowe,1
Uniwersytet im. Adama Mickiewicza otrzymuje grant na badania edukacji,1
Ministerstwo Edukacji i Nauki ogłasza nową reformę dotyczącą edukacji,1
Szpital uniwersytecki raportuje sukces terapii immunoterapii,1
Muzeum organizuje wystawę poświęconą ochrony środowiska,1
Sejm uchwala ustawę o edukacji,1
Biblioteka otwiera nowy oddział w Woli,1
Muzeum organizuje wystawę poświęconą cyfryzacji,1
Narodowy Bank Polski utrzymuje stopy procentowe,1
Badanie opublikowane w JAMA pokazuje związek między stylem życia a zdrowiem,1
Muzeum organizuje wystawę poświęconą ochrony zdrowia,1
Premier zapowiada zmiany w ochrony zdrowia,1
